model_id,objective,alpha,epsilon,layer,relative_change_mean,relative_change_median,relative_change_p05,relative_change_p95,relative_change_max,relative_change_min,relative_change_n,cumulative_condition_mean,cumulative_condition_median,cumulative_condition_p05,cumulative_condition_p95,cumulative_condition_max,cumulative_condition_min,cumulative_condition_n,incremental_condition_mean,incremental_condition_median,incremental_condition_p05,incremental_condition_p95,incremental_condition_max,incremental_condition_min,incremental_condition_n
soft_a0.5,soft_kd,0.5,0.003,14,0.0015068108987179585,0.001455506484489888,0.0005257159442408011,0.0030807618633843957,0.0032532073091715574,0.0005206423811614513,32,0.5022702953926372,0.48516884346000594,0.17523865262181443,1.0269206122017847,1.0844024269645203,0.17354745887861622,32,1.0097908910757498,1.0045194237950539,0.9926625203626157,1.0308860461243061,1.0324952153165279,0.9921913245466877,32.0
soft_a0.5,soft_kd,0.5,0.003,15,0.0015193584804364946,0.0014665041817352176,0.0005447031406220048,0.0030738466070033606,0.0033160988241434097,0.000537178770173341,32,0.5064528225962108,0.48883474263538196,0.18156771196241928,1.0246155267614763,1.1053662651062461,0.17905960239818683,32,1.01454836996488,1.0089645357991661,0.9977401531568335,1.03641634987085,1.0403581387991232,0.9966189673299639,32.0
soft_a0.5,soft_kd,0.5,0.003,16,0.0015496407013415592,0.0014930221950635314,0.000588064402109012,0.0030530290445312854,0.0035310392268002033,0.0005743142683058977,32,0.5165468961297137,0.4976740407955237,0.19602146566578466,1.0176763393311024,1.1770130653690654,0.19143810262880562,32,1.0325840589649382,1.0201309437771124,0.9939864015527099,1.0791191558405475,1.0796391067894113,0.9927939123945339,32.0
soft_a0.5,soft_kd,0.5,0.003,17,0.001672275569944759,0.0016101725632324815,0.000766415023826994,0.002975606429390609,0.003992060199379921,0.00074373948154971,32,0.5574251852936546,0.5367241621294058,0.25547167238835033,0.9918688011752048,1.3306867215598535,0.2479131776022183,32,1.1318989064929135,1.102471546700984,0.9771337622466398,1.303296027259227,1.3305493672788558,0.9687270038480513,32.0
soft_a0.5,soft_kd,0.5,0.003,18,0.0016822178695292678,0.0016156794154085219,0.0008787406870396808,0.00279809043277055,0.00419704569503665,0.0008410533773712814,32,0.5607392849651041,0.5385597795370212,0.2929135598004548,0.9326968028161952,1.3990152195181615,0.28035114511163106,32,1.0302639972438588,1.0135624609384877,0.9312779311710784,1.1378563802498947,1.146723895342527,0.9298954283275992,32.0
soft_a0.5,soft_kd,0.5,0.003,19,0.0016772205199231394,0.001592530112247914,0.0009731007827213034,0.002609757427126169,0.004366501234471798,0.0009292868780903518,32,0.5590735016411721,0.5308433660317058,0.32436692475425893,0.8699191348137533,1.455500398838889,0.309762314044943,32,1.0138752026974793,1.0054225517983397,0.9278054412925502,1.1056860619322952,1.1083000848585447,0.9235003104995373,32.0
soft_a0.5,soft_kd,0.5,0.003,20,0.0016959355380095076,0.0015932365786284208,0.0010948385170195252,0.002395383222028613,0.004637202247977257,0.0010414267890155315,32,0.5653118408200097,0.5310788547206091,0.36494616916760403,0.7984610670690394,1.5457340692230332,0.34714228692948434,32,1.0262498279836783,1.026924317457175,0.9205560770527266,1.1211626741971934,1.1278138553547046,0.9084949197336506,32.0
soft_a0.5,soft_kd,0.5,0.003,21,0.0016572469176026061,0.0015229391865432262,0.0011628173757344483,0.002143011661246419,0.004716834053397179,0.001100364257581532,32,0.5524156340533564,0.5076464305003197,0.38760578854227995,0.7143372142062082,1.5722780041322781,0.3667881111387662,32,0.9853179763561561,0.992117310239731,0.897707817221872,1.0600527079728597,1.0730745625936755,0.8873493198296873,32.0
soft_a0.5,soft_kd,0.5,0.003,22,0.0015249959760694765,0.0013781386660411954,0.0011533195618540048,0.0018502065213397145,0.004385817795991898,0.0010822589974850416,32,0.5083319871869056,0.45937955134306546,0.3844398506096515,0.616735501752361,1.4619392526229535,0.3607530240240107,32,0.925701477567681,0.9236249243723023,0.8631119503554527,0.9918454186026388,0.9993660299590726,0.8522544027038889,32.0
soft_a0.5,soft_kd,0.5,0.003,23,0.001414101556292735,0.0012982956250198185,0.001116526877740398,0.0016806871688459068,0.00409423653036356,0.0010469439439475536,32,0.4713671809356609,0.43276520457819545,0.37217562267838744,0.5602290514122653,1.3647454982583491,0.34898133870023523,32,0.929557426496181,0.929387331736641,0.8946118869922421,0.9690468902790944,0.9716450991938211,0.8914940236902977,32.0
